,sqft_living,sqft_above,bathrooms,view,grade,price
18658,2680,1340,2.5,0,7,475000
18659,2030,2030,2.5,0,7,275000
18660,2320,1920,2.25,4,9,1150000
18661,1760,1760,1.75,0,8,455000
18662,1870,1580,1.0,0,7,262000
18663,1280,940,1.0,0,7,390000
18664,1730,1730,2.25,0,8,300000
18665,2060,1140,1.75,2,9,746300
18666,1030,1030,1.5,0,7,267000
18667,1720,1720,2.5,0,7,525000
18668,1210,1210,1.75,0,7,570000
18669,2620,1550,2.25,0,7,360000
18670,1860,1860,1.0,0,6,1050000
18671,2510,2510,2.5,0,9,699950
18672,2040,2040,2.5,0,8,375000
18673,2410,1220,1.75,0,7,625000
18674,780,780,1.0,0,7,464050
18675,2210,1460,2.5,0,8,470000
18676,1590,1040,2.0,0,7,330000
18677,2230,2230,1.75,0,7,537000
18678,1560,910,2.0,0,7,250000
18679,2950,2950,2.5,0,10,835000
18680,1480,1480,1.0,0,7,770000
18681,2850,1730,2.0,1,7,650000
18682,2390,1560,1.75,0,7,335000
18683,1740,1740,1.75,0,7,350000
18684,2060,1220,2.75,0,7,415000
18685,2680,2680,2.5,0,8,788000
18686,3150,2430,2.75,0,7,640000
18687,2440,2440,2.5,0,8,388000
18688,2230,1390,1.75,0,7,360000
18689,2230,1390,1.75,0,7,692500
18690,1600,1600,1.5,0,6,425000
18691,1600,1600,1.5,0,6,645000
18692,1580,1580,1.0,0,7,340000
18693,2840,2840,3.25,0,8,713000
18694,2550,2550,2.75,0,8,430000
18695,1700,1250,2.25,0,7,280000
18696,1470,1470,2.0,0,7,215000
18697,1680,1680,2.5,0,8,306000
18698,1110,1110,1.0,0,7,299900
18699,2120,1200,1.75,0,7,534000
18700,2380,1930,2.75,4,9,1160000
18701,2670,2000,2.5,3,9,1170000
18702,890,890,1.0,0,6,199990
18703,3140,2140,3.0,0,9,946000
18704,1260,1260,1.0,0,7,295000
18705,920,920,1.0,0,6,475000
18706,2990,2450,3.5,0,8,750000
18707,3120,2590,2.5,4,9,1230000
18708,1010,1010,1.0,0,6,183500
18709,1010,1010,1.0,2,6,450000
18710,1020,1020,1.0,0,7,180000
18711,3540,2940,4.5,0,8,707000
18712,900,900,0.75,0,6,230000
18713,1100,1100,1.0,0,7,192500
18714,1990,1990,2.5,0,7,309000
18715,1980,1520,1.5,0,8,759000
18716,4040,4040,3.75,0,11,1120000
18717,1250,1250,1.75,0,7,462000
18718,1820,1820,1.5,0,7,229000
18719,1140,1010,2.25,0,8,399950
18720,1730,1730,2.0,0,5,325000
18721,1170,1170,2.25,0,8,512000
18722,2910,2910,2.75,0,7,410000
18723,970,970,1.0,0,7,210000
18724,2130,1600,2.25,0,7,325000
18725,2520,1630,2.5,0,8,685000
18726,1360,780,2.0,0,7,488000
18727,1620,1280,2.25,0,7,247500
18728,2120,1060,2.0,0,7,489000
18729,2700,1450,1.75,0,8,725000
18730,1370,1370,1.5,0,6,199950
18731,2520,2010,3.0,1,8,670000
18732,1540,1540,2.0,0,7,275000
18733,2610,2130,1.75,2,8,1000000
18734,1490,1490,2.0,0,7,255000
18735,2760,1380,1.75,0,7,465000
18736,1260,1260,1.75,0,7,259000
18737,2630,2030,3.5,2,9,695000
18738,1800,1370,1.75,0,7,505000
18739,1130,1130,1.0,0,8,631500
18740,1180,1180,1.0,0,7,630500
18741,2800,2800,2.75,0,10,999000
18742,1830,1350,1.5,0,7,740000
18743,2220,1660,2.5,0,8,650000
18744,1870,1870,2.0,0,8,554000
18745,2580,2580,2.5,0,8,400000
18746,1660,1010,2.0,0,7,529941
18747,1330,1330,1.0,0,6,310000
18748,1330,1330,1.0,0,6,389000
18749,2630,2630,3.0,0,9,731781
18750,1100,1100,1.0,0,7,502501
18751,1810,1810,1.75,0,7,443000
18752,2060,1060,2.0,0,7,607000
18753,4660,3040,3.5,4,10,2150000
18754,2370,1660,2.5,0,8,585000
18755,2430,2430,2.5,1,9,1030000
18756,1880,1880,2.5,0,8,315000
18757,1150,1150,1.0,0,6,180000
18758,1350,1350,2.0,0,7,322500
18759,2180,1310,2.75,0,7,568500
18760,3370,1920,2.75,3,8,813000
18761,3650,1850,2.25,0,10,1090000
18762,2100,2100,2.0,0,8,424000
18763,670,670,1.0,0,6,235000
18764,2420,1820,3.5,0,9,740000
18765,760,760,1.0,0,7,415000
18766,2200,1100,2.75,0,6,432000
18767,4410,3880,3.25,2,12,1270000
18768,1300,880,1.75,3,8,676500
18769,720,720,1.0,0,6,419000
18770,2180,2180,2.5,0,9,650000
18771,1130,1130,1.0,0,7,239000
18772,2230,1540,2.5,0,8,900000
18773,2100,1070,1.75,0,7,330000
18774,2060,1100,1.75,4,8,510000
18775,3060,3060,2.5,0,9,465000
18776,2810,2810,2.75,4,10,1700000
18777,2550,2550,2.25,4,9,490000
18778,4290,4290,3.0,0,11,2680000
18779,3040,3040,2.25,0,9,1000000
18780,2530,2530,2.75,0,8,469950
18781,1300,1300,1.75,0,7,536000
18782,1790,1790,2.5,0,7,244950
18783,1530,890,1.0,0,7,575000
18784,2380,1300,2.75,0,7,361000
18785,2400,1200,2.25,0,7,650000
18786,1030,830,1.0,0,7,230005
18787,3250,3250,2.5,2,9,293000
18788,1970,1970,3.0,0,8,445000
18789,1940,1140,1.5,0,7,280000
18790,1850,1370,2.25,0,8,520000
18791,3900,3900,3.25,0,10,780000
18792,3160,2160,1.75,0,8,625000
18793,1440,1440,1.75,0,7,239950
18794,2040,1340,1.5,0,7,335000
18795,2120,2120,2.5,0,8,612000
18796,830,830,1.0,0,6,200000
18797,3140,1670,1.75,0,8,345000
18798,2410,1550,2.5,0,8,520000
18799,2190,1800,2.25,0,8,855000
18800,2190,1190,1.75,0,7,567500
18801,1210,1210,1.5,0,7,208000
18802,1880,880,1.75,0,7,452000
18803,2410,2410,3.0,0,9,555000
18804,2620,1350,2.75,0,8,519000
18805,1850,1850,2.25,0,9,474950
18806,1760,1190,2.25,0,7,419000
18807,860,860,1.0,0,7,390000
18808,2620,2620,2.25,0,7,539000
18809,2400,1590,1.75,0,8,569000
18810,1850,1850,1.0,0,7,611000
18811,4040,4040,2.5,0,9,760000
18812,1940,1940,2.0,0,9,732000
18813,3490,2150,2.5,4,9,1680000
18814,3170,3170,2.75,0,9,919950
18815,2530,1440,2.5,0,7,400000
18816,3230,3230,2.5,0,9,785000
18817,2120,2120,2.25,0,9,835000
18818,1640,1340,1.75,0,8,640500
18819,2130,2130,2.5,0,8,310000
18820,1440,1440,1.0,0,7,355000
18821,1940,1440,1.75,1,8,685000
18822,1120,1120,1.0,0,6,202500
18823,2400,2400,2.5,0,8,540000
18824,1810,1810,2.5,0,8,295000
18825,1270,1270,1.0,3,7,518000
18826,1350,1350,1.75,0,7,250000
18827,1550,1550,2.0,0,7,330000
18828,1620,920,1.0,0,7,481000
18829,2650,1770,2.25,3,9,898000
18830,2510,2510,1.75,0,8,570000
18831,2040,2040,2.5,0,8,475000
18832,1660,1660,2.5,0,8,265000
18833,1980,1580,2.5,4,10,380000
18834,2690,2690,2.5,0,9,790000
18835,2910,2910,2.25,2,9,620000
18836,2720,2670,3.5,0,8,709050
18837,1280,1280,1.0,0,7,296500
18838,2160,2160,2.5,0,8,475000
18839,1760,1290,2.25,0,8,440000
18840,800,800,1.0,0,6,405000
18841,930,730,1.0,0,6,269500
18842,2040,1020,1.75,0,7,520000
18843,1180,1180,1.0,2,6,229500
18844,2000,1390,1.75,0,7,335000
18845,3310,3310,2.75,0,9,680000
18846,3130,2550,3.5,0,9,1390000
18847,2300,1600,2.5,2,8,740000
18848,2140,2140,2.25,0,8,270000
18849,2210,1760,2.0,3,7,510000
18850,970,970,1.0,0,6,300000
18851,2690,2020,2.25,3,8,1300000
18852,1890,1670,2.0,0,7,675000
18853,3140,3140,3.25,0,10,925850
18854,1440,1150,1.0,0,7,255500
18855,2910,2910,2.5,0,10,450000
18856,1310,1310,1.0,0,7,280000
18857,2140,2140,2.25,0,7,245000
18858,1090,1090,1.0,0,7,344950
18859,1330,1330,1.75,0,7,381000
18860,4690,3480,4.0,0,11,1950000
18861,1910,1910,1.5,0,8,1500000
18862,1750,1750,1.75,0,7,232603
18863,1760,1760,2.5,0,6,220000
18864,1810,1390,1.75,0,8,600000
18865,1360,1360,2.5,0,7,239000
18866,1730,1730,1.75,0,8,400000
18867,4710,3690,2.75,3,10,2180000
18868,1010,1010,1.0,0,7,350000
18869,2400,2400,2.5,0,8,562000
18870,1540,1540,1.5,0,7,380000
18871,1480,740,1.75,0,7,511200
18872,2520,2520,2.5,0,9,680000
18873,1210,1000,3.25,0,8,350000
18874,2670,1410,2.5,0,8,410000
18875,3030,3030,2.5,0,10,1050000
18876,1440,1440,2.0,0,8,391265
18877,3250,3250,2.25,0,9,1410000
18878,1750,870,2.0,2,7,575000
18879,2120,2120,1.5,0,7,316000
18880,1050,1050,1.0,0,7,165000
18881,1950,1430,2.25,0,8,850000
18882,1020,1020,1.0,0,5,210000
18883,1820,1220,2.5,0,7,325000
18884,2390,2390,2.5,0,8,682000
18885,1400,1400,2.5,0,7,430000
18886,1540,1190,1.5,0,7,325500
18887,2370,1280,1.75,3,7,385000
18888,670,670,1.0,0,6,435000
18889,2420,2420,1.0,0,7,550000
18890,1000,860,1.0,0,6,400000
18891,2100,1240,2.75,0,7,503000
18892,2800,2800,2.5,0,8,676000
18893,940,940,1.0,0,7,180000
18894,1640,1640,2.0,0,6,234000
18895,2760,1680,2.5,0,7,734200
18896,3660,3660,3.25,0,10,920000
18897,3070,2070,2.5,3,9,1920000
18898,1100,1100,1.75,0,7,224000
18899,3130,1690,2.75,4,8,1400000
18900,1320,1320,1.0,0,6,185000
18901,1470,1470,1.75,0,7,554600
18902,1480,980,1.75,0,7,268000
18903,2260,1530,2.25,0,8,675000
18904,2210,1710,2.25,0,8,620000
18905,1540,1540,1.75,0,8,396450
18906,1910,1390,1.75,0,7,565000
18907,1760,1160,1.75,0,7,410000
18908,2240,1270,3.0,0,8,1190000
18909,2110,2110,2.25,0,9,716125
18910,1396,1396,1.0,0,7,225000
18911,3040,2320,2.75,3,9,640000
18912,1140,980,1.0,1,6,374000
18913,1780,1160,2.0,0,7,415000
18914,3370,1770,2.5,0,8,592500
18915,1484,1484,2.5,0,7,365000
18916,2230,1180,2.5,0,7,600000
18917,2820,2820,2.5,0,9,465000
18918,1580,1000,1.0,0,7,254999
18919,2040,2040,2.5,0,7,279000
18920,2720,2720,2.5,0,8,460000
18921,1490,1020,2.25,0,7,507000
18922,1560,1560,1.75,0,7,291000
18923,830,830,1.5,0,7,350000
18924,980,980,1.0,0,6,90000
18925,1980,1360,1.75,0,8,329000
18926,3680,3680,2.5,0,10,909000
18927,860,860,1.0,0,5,187000
18928,1850,1020,1.75,0,7,580000
18929,1620,1620,2.5,0,7,345000
18930,2240,2240,2.5,0,8,497000
18931,1010,1010,1.0,0,6,345000
18932,1610,1610,1.75,0,8,313500
18933,2720,2720,2.5,0,9,910000
18934,2080,1190,1.5,0,7,399950
18935,1930,1030,2.0,0,7,268000
18936,2250,1450,1.75,0,8,559000
18937,1980,1300,2.25,0,7,309000
18938,1960,1960,2.5,0,7,410000
18939,1320,1320,1.0,0,7,259000
18940,2940,2340,2.0,0,9,950000
18941,1460,1460,1.0,0,7,320000
18942,2330,1490,2.5,1,8,1150000
18943,2620,2620,2.0,3,7,394250
18944,700,700,1.0,0,6,315000
18945,1140,1140,2.0,0,6,480000
18946,2750,2750,2.5,0,9,556000
18947,2480,2480,2.5,0,7,450000
18948,1130,940,1.5,0,7,420000
18949,2770,1870,3.75,0,8,890000
18950,1710,1030,2.0,0,7,295000
18951,2150,2150,2.25,0,8,410000
18952,2250,2250,2.5,0,8,308900
18953,2960,1480,2.5,3,8,1160000
18954,2300,2300,2.5,0,8,665000
18955,1740,970,1.75,0,7,577000
18956,2830,2830,2.5,0,10,959000
18957,1240,1240,1.75,0,7,471000
18958,2180,2180,2.5,0,8,560000
18959,2510,2510,2.25,0,8,955000
18960,6630,4930,5.5,0,10,1240000
18961,2300,1800,2.5,0,8,579000
18962,3220,3220,2.25,0,8,335000
18963,2270,2270,2.5,2,8,485000
18964,1840,1840,2.5,0,9,552000
18965,3820,3820,3.25,0,10,950000
18966,1660,1130,2.0,0,7,203700
18967,3360,2450,3.5,0,9,412000
18968,1350,1350,2.0,0,7,237500
18969,2970,2200,3.5,2,9,866800
18970,1000,860,1.0,0,7,425000
18971,1190,1190,2.0,0,7,200000
18972,1670,990,1.75,0,7,280000
18973,1200,1200,1.5,0,8,140000
18974,2250,1280,2.5,0,8,370000
18975,1040,930,0.75,0,7,550000
18976,3180,2610,2.5,4,10,1410000
18977,3180,2610,2.5,4,10,1510000
18978,2040,1020,1.5,0,7,510000
18979,1160,1160,1.0,0,7,351000
18980,880,880,1.0,0,6,210000
18981,2290,1690,1.75,2,7,449999
18982,950,950,1.0,0,6,137000
18983,1010,1010,1.0,0,7,270000
18984,3100,1820,2.5,0,7,540000
18985,2560,1590,3.0,0,8,565000
18986,2430,2430,1.5,0,8,940000
18987,830,830,1.0,3,6,385000
18988,2090,1450,3.0,0,8,400000
18989,2030,2030,2.0,0,7,365000
18990,1060,1060,1.0,0,7,353250
18991,1090,950,1.5,0,7,455000
18992,3400,2500,3.5,0,8,475000
18993,1920,960,1.75,0,7,571500
18994,1150,780,1.0,0,6,441000
18995,3970,2180,2.75,0,10,810000
18996,1880,1880,2.25,0,8,550000
18997,1500,1100,1.0,0,8,736000
18998,2190,2190,1.75,0,7,375000
18999,2530,2530,2.5,0,8,717500
19000,1930,1430,1.75,2,8,581000
19001,1510,1510,2.0,0,7,629000
19002,5510,4910,4.25,4,13,3800000
19003,1100,1100,2.0,0,6,225000
19004,1730,1730,2.5,0,7,315000
19005,1480,1480,2.5,0,8,425000
19006,1150,1150,1.0,0,7,346500
19007,1950,1570,2.25,0,8,550000
19008,2380,1400,1.75,0,8,565000
19009,3100,2040,2.0,0,7,1000000
19010,2010,1450,2.0,0,7,400000
19011,2270,2270,2.0,0,8,724950
19012,2050,2050,1.75,0,8,623000
19013,650,650,1.0,0,6,295000
19014,2780,2780,3.25,0,9,700000
19015,1300,1160,1.5,0,8,482000
19016,2730,2730,2.5,0,10,770000
19017,3140,1820,2.5,0,8,310000
19018,2410,2410,2.25,0,8,720000
19019,1180,1180,1.0,0,6,355000
19020,2600,2600,2.5,0,9,512000
19021,1400,1400,1.5,0,7,303000
19022,2220,1110,2.5,0,7,299000
19023,1660,1660,2.5,0,8,285000
19024,2330,1590,1.75,0,8,680000
19025,1440,720,1.75,0,6,285000
19026,2920,1690,2.25,0,9,707000
19027,1760,980,2.0,0,7,690000
19028,2860,2860,2.25,0,10,872000
19029,2090,1360,1.75,0,8,290000
19030,1910,1110,1.75,0,7,425000
19031,3280,2040,2.75,2,9,925000
19032,1770,1770,1.0,0,7,340500
19033,920,920,1.0,0,6,365000
19034,1690,1690,1.75,0,7,725000
19035,2470,1860,3.0,0,8,811000
19036,1040,1040,1.0,0,7,299000
19037,1220,1220,2.0,0,7,287500
19038,3500,1830,2.25,4,9,879950
19039,760,760,1.0,0,6,135900
19040,3070,1870,2.25,3,9,1230000
19041,2100,1300,1.75,0,7,522500
19042,1660,1660,1.5,0,7,399500
19043,1430,1430,1.0,0,7,450000
19044,1620,1620,1.0,0,7,218000
19045,1490,1490,2.0,0,8,289999
19046,1170,1170,1.0,0,6,540000
19047,1240,1240,1.0,0,7,324950
19048,2910,1920,2.0,0,7,718500
19049,2660,2660,2.0,0,9,495000
19050,2220,2220,2.0,0,7,260000
19051,1920,1070,1.5,0,7,430000
19052,2780,2780,3.25,0,8,402500
19053,3110,2510,3.0,3,10,1420000
19054,1820,1450,2.25,0,7,275000
19055,1765,1765,2.25,0,7,250000
19056,1800,1320,2.75,0,7,665000
19057,2650,2650,2.5,0,8,425000
19058,1410,1310,1.0,0,7,760000
19059,1650,1650,2.5,0,7,447000
19060,1180,1180,1.0,0,7,205000
19061,800,800,1.5,0,6,191000
19062,1430,1430,1.75,0,7,350000
19063,3300,2410,3.5,0,9,789888
19064,1220,980,1.0,0,7,443000
19065,3530,2660,3.5,0,9,695000
19066,1380,1380,2.0,0,7,560000
19067,1410,810,1.75,0,7,550000
19068,3360,3360,2.5,0,9,850000
19069,2270,1360,2.75,0,7,352750
19070,2890,2890,2.5,0,8,550000
19071,1750,1750,1.0,0,7,774900
19072,1010,1010,1.0,0,6,250000
19073,3780,3780,2.5,0,9,962800
19074,1880,1880,1.75,0,7,299500
19075,800,800,1.0,0,6,250000
19076,4720,3960,4.0,0,9,745000
19077,1060,1060,1.0,0,6,279475
19078,2530,2530,2.25,0,8,450000
19079,1980,1260,2.25,0,7,307700
19080,1650,1300,1.0,0,8,665000
19081,1890,1890,2.75,0,8,375000
19082,3360,3360,2.5,0,11,420000
19083,630,630,1.0,0,6,148000
19084,1980,1980,1.5,0,8,707000
19085,990,840,1.0,0,7,399000
19086,3420,3420,2.5,0,9,570000
19087,3440,3440,2.25,0,10,853000
19088,1300,1300,1.0,0,7,400000
19089,2040,2040,1.75,3,7,615000
19090,1250,1250,1.0,0,7,463000
19091,1960,1290,2.5,1,8,600000
19092,2720,1360,2.5,0,7,429000
19093,3250,2360,4.25,0,8,980000
19094,3190,3190,3.75,0,8,359500
19095,2570,2570,2.5,0,9,715000
19096,1420,980,1.75,0,7,240000
19097,2120,1060,2.0,0,7,455000
19098,2080,2080,2.5,0,7,610000
19099,2740,2740,2.75,0,9,675000
19100,1250,1250,1.75,0,7,283500
19101,2150,1260,1.0,0,7,235000
19102,3230,1870,2.5,0,9,827000
19103,860,860,1.0,0,7,353000
19104,2810,2810,2.5,0,9,747500
19105,1040,1040,1.0,0,6,341000
19106,1160,1160,1.0,0,5,182000
19107,1470,1470,2.0,0,6,250000
19108,2350,1670,3.5,3,8,655000
19109,1660,1660,2.25,0,8,405000
19110,2020,1100,1.75,0,7,390000
19111,890,890,1.0,0,7,275400
19112,2430,1810,2.25,0,8,791000
19113,1460,1460,1.75,0,7,424500
19114,980,980,1.0,0,7,430000
19115,2580,2580,2.5,2,9,865000
19116,1250,1250,2.0,0,7,163000
19117,3140,1570,2.75,2,8,920000
19118,2680,1870,3.25,0,9,1030000
19119,1810,1290,1.75,0,7,325000
19120,2090,2090,2.5,0,7,315000
19121,1120,1120,1.0,0,6,227000
19122,1790,1410,1.75,0,6,179000
19123,870,820,1.0,0,7,276000
19124,3160,1840,1.5,0,6,335000
19125,2350,1600,2.0,0,7,430000
19126,1810,1810,2.5,0,7,266490
19127,3160,1580,2.75,0,8,655000
19128,1660,1000,2.0,0,7,635500
19129,2500,1300,2.5,0,7,235000
19130,2880,2880,2.5,0,9,885000
19131,1470,1470,1.0,0,7,352500
19132,1460,1460,2.5,0,8,450000
19133,5490,5490,6.0,0,12,3640000
19134,2480,1330,2.25,4,9,1050000
19135,1140,1140,2.25,0,8,476000
19136,1830,1830,2.5,0,8,375000
19137,3110,3110,3.5,0,8,600600
19138,2630,1430,1.75,2,8,567000
19139,2390,1470,1.75,0,8,650000
19140,1750,1750,2.0,0,5,190000
19141,4370,2580,3.5,2,10,858000
19142,1020,770,1.75,0,7,435500
19143,2500,1770,2.0,0,8,685000
19144,1540,1540,2.0,0,7,252000
19145,2200,2200,2.25,0,8,512500
19146,1940,1940,2.5,0,8,423800
19147,1453,1453,2.25,0,8,460000
19148,1830,1830,2.75,0,8,434000
19149,2000,1000,1.0,0,6,244000
19150,1400,1400,1.0,0,7,348125
19151,2400,2400,3.25,0,8,585000
19152,1390,1390,1.0,0,6,230000
19153,1680,1680,2.0,0,8,450000
19154,1820,910,2.0,0,7,393000
19155,1140,1140,1.0,0,7,517000
19156,1060,1060,1.0,0,7,400000
19157,3050,3050,1.75,0,10,890000
19158,970,970,1.0,0,6,205950
19159,1320,1320,1.0,0,6,209000
19160,1890,1110,1.75,0,6,430000
19161,2040,1260,1.75,0,6,534000
19162,2370,1650,3.0,0,7,735000
19163,2720,2720,2.25,0,11,873000
19164,1970,1390,2.25,0,8,475000
19165,2180,1090,1.75,0,7,325000
19166,2990,2990,2.25,0,9,500000
19167,2180,1330,2.75,0,7,279000
19168,1440,1440,2.0,0,8,350000
19169,3180,3180,2.25,0,9,660000
19170,1643,1643,1.5,1,7,324950
19171,1530,1530,2.0,0,7,500000
19172,1310,850,1.0,0,6,187300
19173,2800,2800,3.5,0,9,345600
19174,1510,1510,1.5,0,7,400000
19175,2700,2700,3.0,0,10,935000
19176,2220,1140,1.75,0,7,374000
19177,1440,1440,1.75,0,7,328000
19178,1300,1300,2.0,0,7,257500
19179,2230,1630,2.5,0,8,1000000
19180,1390,1390,1.75,0,8,216500
19181,2760,2760,2.25,0,10,1190000
19182,3200,3200,2.5,0,9,360000
19183,1240,1240,0.75,0,7,699999
19184,1960,1960,2.5,0,8,535000
19185,2190,2190,2.0,0,7,464950
19186,3540,3540,2.5,0,10,925000
19187,2640,1840,3.25,0,9,930000
19188,2660,1940,2.0,3,8,727500
19189,1670,1670,1.75,0,7,325000
19190,3080,2080,3.25,0,8,695000
19191,2890,1560,2.75,0,8,585000
19192,1800,1200,2.25,2,7,319000
19193,2000,1790,2.5,0,7,265000
19194,1940,1940,1.75,0,7,359000
19195,1940,1940,1.75,0,7,390000
19196,960,960,1.0,0,7,374500
19197,1750,1750,1.5,0,8,661000
19198,2320,1620,2.5,0,8,900000
19199,2380,1540,2.5,0,8,600000
19200,6490,3940,4.25,3,11,2000000
19201,1620,1620,1.75,0,7,512500
19202,1770,1770,1.75,0,8,229500
19203,2320,2320,2.5,0,8,589000
19204,1330,1330,2.5,0,8,539950
19205,3420,3420,2.5,0,9,640000
19206,1270,970,1.0,0,7,218250
19207,2550,1880,3.5,2,8,675000
19208,1860,1860,2.0,0,7,338000
19209,1020,1020,1.0,0,7,231750
19210,720,720,1.0,0,6,199900
19211,4460,4460,3.5,2,11,1060000
19212,1830,1250,2.75,0,7,263000
19213,1520,1160,1.5,0,7,279950
19214,1080,1080,1.5,0,7,395000
19215,1900,1900,2.0,0,7,252500
19216,5300,5300,3.75,0,11,1150000
19217,1370,1370,1.0,0,7,205000
19218,2960,1640,2.5,0,8,654000
19219,960,960,1.0,0,6,200000
19220,2190,2190,2.5,0,8,700000
19221,3990,3990,3.25,0,11,2720000
19222,1200,800,1.75,0,7,306000
19223,1780,1780,2.5,0,7,270000
19224,2630,2630,2.25,0,9,340000
19225,2300,2300,2.5,0,7,450000
19226,3210,1810,2.75,0,7,580000
19227,2290,1290,1.75,3,7,435000
19228,2780,2780,2.5,0,9,690000
19229,2650,2110,2.5,0,8,720000
19230,1840,1390,2.25,0,8,403000
19231,1560,1030,2.75,0,7,440000
19232,1200,1200,1.0,0,7,178500
19233,1900,1900,2.5,0,7,270000
19234,710,710,1.0,0,6,129888
19235,1360,1360,1.75,0,7,260000
19236,2990,2990,2.5,0,8,339950
19237,1640,1640,1.0,0,6,250000
19238,3650,2050,3.5,0,10,680000
19239,2920,1860,3.0,0,7,660000
19240,3680,3680,3.5,2,11,1230000
19241,1830,1830,2.0,0,8,550000
19242,2570,2570,2.75,0,8,675000
19243,2730,1900,3.25,1,10,981000
19244,1150,1150,1.0,0,6,168000
19245,4260,4260,3.0,0,11,1000000
19246,1260,1260,1.0,0,7,320000
19247,4440,2220,3.25,1,9,959000
19248,2300,1270,1.0,0,7,372000
19249,1920,1920,2.5,0,8,391500
19250,1080,1080,1.0,0,7,390000
19251,890,890,1.0,0,6,302000
19252,1650,1100,3.5,0,7,495000
19253,1820,1640,2.5,2,8,504500
19254,2320,2170,1.75,0,7,555000
19255,3260,2630,3.5,0,9,1550000
19256,1730,1250,1.5,0,7,550000
19257,3320,3320,2.5,0,10,1800000
19258,1660,830,1.0,0,7,655000
19259,3290,3290,2.5,0,10,685000
19260,2280,1220,2.0,0,7,721000
19261,3650,2330,4.25,0,9,1520000
19262,1620,1620,2.5,0,7,365000
19263,2020,1220,2.0,0,7,458000
19264,1150,1150,1.0,0,6,280000
19265,1940,1000,1.75,0,7,628000
19266,3440,3440,2.5,0,10,781500
19267,2000,1300,1.75,0,7,295000
19268,750,750,1.0,0,7,435000
19269,1420,1000,1.75,0,7,300000
19270,880,880,1.0,0,5,208500
19271,2680,2680,2.5,0,9,930000
19272,860,860,2.0,0,6,316000
19273,1310,1310,2.0,0,7,249900
19274,1780,1540,2.25,0,8,675000
19275,1440,1440,2.25,0,7,447000
19276,1510,1510,2.0,0,8,675000
19277,2100,1580,2.5,0,8,546000
19278,1310,1310,2.0,0,7,310000
19279,1280,880,1.0,0,7,190000
19280,1320,1320,1.5,0,8,650000
19281,1740,1130,2.5,0,8,585000
19282,2910,2910,2.5,0,10,1430000
19283,2500,2500,2.5,0,9,565000
19284,1100,1100,1.0,0,6,174900
19285,1381,1381,2.25,0,8,360000
19286,960,960,1.0,0,7,234000
19287,3840,2530,3.0,0,7,575000
19288,2200,2200,2.5,0,7,315000
19289,1250,1250,1.0,0,7,225000
19290,2380,1850,1.5,0,7,370000
19291,1500,1000,1.0,0,7,606000
19292,1410,1410,2.0,0,7,272500
19293,1680,960,1.75,0,7,475000
19294,1500,1500,1.0,0,7,270000
19295,2710,1440,1.75,0,8,624000
19296,1730,1730,1.75,0,7,355000
19297,960,960,1.0,0,7,345000
19298,2380,2380,2.5,0,8,342000
19299,1120,1120,1.75,2,7,316000
19300,2960,2960,2.5,0,9,539950
19301,1580,790,2.0,0,6,221347
19302,1870,1870,2.5,0,8,330000
19303,1810,1470,2.5,0,8,279000
19304,2550,1750,3.0,0,8,850000
19305,1910,1100,1.75,0,7,746000
19306,1200,600,2.0,0,7,478000
19307,2420,2420,2.75,0,7,820000
19308,3080,2530,3.5,3,11,2160000
19309,3850,3850,3.0,1,10,820000
19310,3000,2470,2.0,2,8,887000
19311,1360,1360,1.0,0,7,159000
19312,3670,2800,4.25,1,8,824000
19313,2270,2270,2.5,0,9,812000
19314,1750,1750,2.5,0,7,242000
19315,3550,3550,2.5,0,9,625000
19316,2370,1570,1.0,0,7,399888
19317,1670,1670,2.25,0,7,289000
19318,1860,1860,2.0,0,9,400000
19319,4460,4460,2.5,0,12,1550000
19320,1080,1080,1.0,0,7,345000
19321,1080,1080,1.0,0,7,874950
19322,2280,1280,2.75,0,7,875000
19323,2540,2540,2.5,0,9,628990
19324,2560,1280,3.5,0,6,535000
19325,2390,1430,2.75,0,8,770126
19326,2870,1870,2.5,0,8,710000
19327,1510,860,1.75,2,7,465000
19328,2200,2200,1.75,0,7,359000
19329,720,720,0.75,0,4,151000
19330,2970,2970,2.5,0,9,820000
19331,960,960,1.5,0,7,160000
19332,1420,1420,1.75,0,7,535000
19333,1800,1300,2.25,0,7,365000
19334,3090,3090,2.5,0,9,708000
19335,1200,1200,1.0,0,7,215000
19336,4065,4065,3.5,0,10,1950000
19337,2570,2570,2.5,0,7,390000
19338,1530,1530,2.0,0,7,570000
19339,1500,1500,1.75,0,7,383000
19340,2490,2490,3.0,0,9,370000
19341,3040,3040,2.5,0,7,454000
19342,4140,2190,3.25,4,10,1400000
19343,1690,1690,1.75,0,7,371000
19344,1430,1430,1.75,0,7,530000
19345,2490,1400,2.75,0,8,608000
19346,1350,1350,1.75,0,7,450000
19347,3140,3140,2.5,0,10,780000
19348,2340,2340,2.5,0,8,290000
19349,1610,1100,1.75,0,7,225000
19350,3320,3320,2.5,0,10,805000
19351,2390,2390,2.5,0,9,660000
19352,1180,1180,1.75,0,7,299000
19353,1260,1260,2.25,0,8,530000
19354,1800,1350,2.5,0,7,680000
19355,1790,1790,1.75,0,6,199900
19356,1760,1060,1.75,0,7,224000
19357,1540,1440,1.75,0,7,244000
19358,1260,860,1.75,0,7,485000
19359,2240,2240,2.5,0,8,330000
