,sqft_above,sqft_living15,bathrooms,view,sqft_basement,floors,grade,condition,yr_built,yr_renovated,floors,price
15293,1720,1040,2.25,0,1100,1.0,7,4,1947,0,1.0,297975
7407,910,1320,1.0,0,400,1.0,7,3,1946,0,1.0,663500
12621,910,1020,1.0,0,0,1.0,5,3,1917,0,1.0,265000
2090,1200,1120,1.0,0,0,1.5,6,3,1945,0,1.5,398500
12634,1480,2790,2.0,0,0,1.5,6,4,1947,0,1.5,890000
12664,1890,1746,1.0,0,0,1.0,7,3,1962,0,1.0,355000
14004,860,1490,1.0,0,0,1.0,7,3,1925,0,1.0,580000
2212,1620,1440,3.0,0,200,1.5,8,4,1914,1983,1.5,775000
8687,1240,1670,1.5,0,0,1.0,7,4,1971,0,1.0,225000
12132,1290,1810,2.5,0,650,1.0,7,4,1960,0,1.0,299000
5134,1480,2140,1.5,0,990,1.5,7,3,1940,0,1.5,700000
2349,2290,2540,2.75,2,0,1.0,7,5,1963,0,1.0,625000
4479,3280,2600,2.5,0,0,2.0,7,3,2004,0,2.0,702000
8530,1590,2470,2.25,0,0,2.0,8,4,1980,0,2.0,1210000
13872,760,1040,1.75,0,760,1.0,6,5,1945,0,1.0,475000
2507,1300,2380,1.75,0,480,1.0,7,3,1977,0,1.0,526000
19816,2420,1400,2.5,0,0,2.0,9,3,2007,0,2.0,449950
8443,3130,2630,2.75,3,480,1.5,8,3,1918,1962,1.5,425000
12336,2120,2230,2.5,0,0,2.0,7,3,2006,0,2.0,400000
7716,1400,1980,1.75,0,1000,1.5,7,3,1975,0,1.5,499000
13746,2190,2000,2.75,0,990,2.0,9,4,1918,0,2.0,850000
13734,1580,2253,2.25,0,0,2.0,7,3,1987,0,2.0,580000
9293,1060,1410,1.75,0,1060,1.0,7,5,1917,0,1.0,560000
18846,2550,1830,3.5,0,580,2.0,9,3,2008,0,2.0,1390000
14729,1810,2450,2.25,0,700,1.0,9,4,1977,0,1.0,588000
10105,2550,2640,2.75,2,1220,2.0,8,4,1964,0,2.0,940000
5196,1690,1690,1.5,0,0,1.5,7,4,1961,0,1.5,285900
16119,1350,2500,1.75,0,380,1.0,8,3,1971,0,1.0,465000
20834,2828,2513,2.5,0,0,2.0,8,3,2013,0,2.0,367000
20801,1160,1320,2.5,0,0,3.0,8,3,2007,0,3.0,415000
15575,1300,1900,2.25,0,600,1.0,7,3,1961,0,1.0,250000
10032,2870,2770,2.5,0,0,2.0,8,3,2004,0,2.0,555000
4679,2240,3180,2.25,0,0,2.0,7,3,1988,0,2.0,610000
20476,1500,1360,2.0,3,0,3.0,8,3,2008,0,3.0,670000
6022,2240,2600,2.25,0,0,2.0,10,4,1967,0,2.0,975000
5623,1390,1910,1.75,0,0,1.0,7,3,1985,0,1.0,406000
14466,1350,2300,1.0,3,0,1.0,6,5,1925,0,1.0,349990
1285,1620,1990,1.75,0,700,1.0,8,3,1967,0,1.0,364808
11018,860,950,1.0,0,0,1.0,6,3,1943,0,1.0,235000
4144,950,1360,1.0,0,0,1.0,7,3,1949,0,1.0,430000
1044,1560,2320,1.75,0,0,1.0,7,3,1981,0,1.0,590000
9843,1150,1370,2.0,0,220,2.0,8,4,2006,0,2.0,448175
6882,2760,2670,2.5,0,0,2.0,7,3,2001,0,2.0,424950
10070,2120,2100,2.75,0,400,1.5,8,4,1916,0,1.5,1100000
9616,1360,1940,2.25,0,580,1.0,7,3,1960,0,1.0,322000
865,1420,1560,2.25,0,0,2.0,7,4,1989,0,2.0,275000
17454,1020,1180,1.0,0,0,1.0,6,3,1949,0,1.0,307000
17341,1140,1830,2.5,0,960,1.0,7,3,1983,0,1.0,420000
589,1330,1910,2.0,0,730,1.5,8,5,1931,0,1.5,685000
16722,2840,2870,3.5,4,1050,2.0,9,3,1968,0,2.0,1190000
15259,1260,1820,2.25,0,300,1.0,7,3,1988,0,1.0,399950
248,2010,2010,2.0,0,0,1.0,7,4,1976,0,1.0,250000
4278,3470,3450,2.5,0,0,2.0,9,3,2005,0,2.0,730000
12783,1270,1270,1.0,0,0,1.0,7,5,1955,0,1.0,317000
17510,950,1420,1.0,0,0,1.0,6,3,1941,0,1.0,445000
21105,2490,2520,2.5,0,0,2.0,8,3,2013,0,2.0,595500
18680,1480,1570,1.0,0,0,1.5,7,4,1912,0,1.5,770000
13827,1650,2010,2.25,0,0,2.0,7,3,1994,0,2.0,320000
10572,2250,2660,2.5,0,0,2.0,8,5,1967,0,2.0,1060000
19745,1640,1720,2.25,0,0,3.0,8,3,2014,0,3.0,645000
7675,780,1400,1.0,0,180,1.0,6,3,1904,0,1.0,345000
19062,1430,1290,1.75,0,0,1.0,7,3,1983,0,1.0,350000
9538,1680,2300,1.0,3,360,1.0,8,5,1940,0,1.0,1300000
16832,1300,1260,1.0,0,0,1.0,7,3,1962,2007,1.0,260000
4362,1750,1750,2.5,0,0,2.0,8,3,1977,0,2.0,453000
8929,1630,1320,2.0,0,0,1.5,7,3,1967,0,1.5,290000
2954,2110,3130,2.25,0,960,2.0,10,3,1987,0,2.0,1200000
15157,2570,2140,2.5,0,0,2.0,8,3,1987,0,2.0,370000
18399,3750,2980,5.0,0,2070,2.0,11,3,1993,0,2.0,784500
17738,1910,2590,2.5,0,1260,1.0,9,4,1978,0,1.0,799000
13315,2200,2200,2.5,0,0,2.0,7,3,2008,0,2.0,280000
17667,3920,3740,3.5,0,0,2.0,10,3,1999,0,2.0,825000
2221,920,1760,1.0,0,0,1.0,6,1,1954,0,1.0,535000
8225,1680,1890,1.5,0,0,1.5,7,2,1911,0,1.5,619500
5970,1350,1770,1.75,0,450,1.0,8,3,1951,0,1.0,509007
18966,1130,1550,2.0,0,530,1.0,7,3,1983,0,1.0,203700
18819,2130,2350,2.5,0,0,2.0,8,3,1988,0,2.0,310000
15415,1490,1720,1.5,0,0,1.0,6,4,1969,0,1.0,320000
13826,1230,2030,1.75,0,700,1.0,7,3,1960,0,1.0,285000
5699,1400,1120,1.75,0,0,1.5,6,4,1942,0,1.5,276500
4889,1190,1190,1.5,0,0,1.0,7,4,1969,0,1.0,332900
15414,2360,1860,3.25,0,0,2.0,8,3,1990,0,2.0,319000
17188,1330,1330,1.75,0,0,1.0,7,4,1977,0,1.0,525000
21428,1420,1420,2.5,0,0,3.0,7,3,2007,0,3.0,410000
16548,1130,2000,2.5,0,610,1.0,8,4,1977,0,1.0,445000
7014,1730,1410,2.0,0,0,2.0,8,3,1957,0,2.0,466750
19729,2050,2050,2.75,0,0,2.0,8,3,2014,0,2.0,355000
15897,1470,1800,1.75,0,0,1.0,7,4,1978,0,1.0,490000
672,1630,2390,2.75,0,880,1.0,8,5,1978,0,1.0,664000
13323,1350,1360,1.0,0,0,1.5,7,3,1928,0,1.5,585000
11874,1180,1310,2.0,0,0,2.0,6,3,2005,0,2.0,215000
10388,1000,1440,2.75,0,1000,1.0,7,3,1954,2014,1.0,433000
11495,1950,2290,2.75,0,340,2.0,9,4,1995,0,2.0,1070000
21390,1360,1360,1.5,0,0,3.0,8,3,2008,0,3.0,370000
10290,1340,2000,2.25,0,460,1.0,8,3,1986,0,1.0,335620
1496,2370,2420,3.0,2,1100,2.0,9,3,2014,0,2.0,1220000
14562,2390,2390,2.25,0,0,2.0,8,3,1981,0,2.0,589000
13616,930,1620,1.0,0,0,1.0,5,1,1932,0,1.0,445000
1039,1390,1502,1.0,0,210,1.0,7,4,1949,0,1.0,218500
7358,1580,1770,2.75,0,0,2.0,7,3,2001,0,2.0,325000
14762,1240,1470,2.0,0,550,1.0,7,4,1964,0,1.0,472500
7555,1270,1810,1.5,0,460,2.0,8,3,1955,0,2.0,563000
15991,1710,1530,1.5,0,0,2.0,7,4,1920,0,2.0,747000
6928,1220,1960,1.0,0,0,1.0,6,3,1952,0,1.0,223000
170,1560,1070,1.75,0,0,1.0,7,3,1954,0,1.0,284000
16444,1080,1780,1.0,0,400,1.0,7,3,1967,0,1.0,175000
4221,1300,1520,1.75,0,0,1.0,7,4,1967,0,1.0,390000
2365,1790,1670,1.5,3,430,2.0,9,3,1928,2010,2.0,1100000
7984,1650,1650,1.5,0,0,1.5,8,4,1929,0,1.5,622000
18032,2510,2130,0.75,0,0,2.0,7,4,1961,0,2.0,363000
15733,1800,1610,2.5,0,0,2.0,7,3,2003,0,2.0,447000
14062,1100,1620,2.5,0,520,2.0,8,3,2009,0,2.0,640000
21142,3370,3710,4.0,0,0,2.0,10,3,2014,0,2.0,1070000
17042,1440,1340,1.75,0,0,1.0,7,4,1957,0,1.0,550000
4197,2200,2320,2.5,0,0,2.0,9,3,1997,0,2.0,606000
13013,960,1220,1.0,0,0,1.0,7,3,1972,0,1.0,550000
12932,1300,1950,1.5,0,200,1.0,8,3,1955,0,1.0,436000
7426,3020,3880,3.5,3,1030,2.0,10,3,1973,2005,2.0,1600000
1743,2510,2440,2.25,0,0,2.0,9,3,1978,0,2.0,541100
18059,2540,2920,3.25,0,1200,2.0,9,4,1984,0,2.0,915557
3556,1070,1090,1.0,0,0,1.0,7,4,1971,0,1.0,385000
13021,940,870,1.0,0,0,1.0,6,3,1947,0,1.0,259250
2175,2150,3150,2.5,0,1480,1.0,9,4,1972,0,1.0,1090000
3361,2750,2610,2.5,0,0,2.0,7,3,2003,0,2.0,418000
18415,1010,1840,2.0,0,0,1.0,8,3,1980,0,1.0,400000
7430,1150,1350,2.25,0,600,1.0,7,3,1962,0,1.0,605000
10262,920,1010,1.0,0,0,1.0,6,3,1960,0,1.0,208000
16504,760,1180,1.0,0,120,1.0,6,3,1918,0,1.0,376000
74,1090,1940,1.75,0,700,1.0,7,5,1965,0,1.0,349000
9876,1520,2040,1.75,0,0,1.0,7,3,1975,0,1.0,530000
10719,1760,1400,1.75,0,0,1.0,7,5,1954,0,1.0,449900
9834,2460,2460,2.25,0,0,2.0,8,4,1984,0,2.0,818000
9418,1350,1510,1.5,0,0,1.0,7,3,1959,0,1.0,275000
11992,1600,1660,1.75,0,0,2.0,7,3,1929,0,2.0,845000
13009,2060,2180,2.5,0,0,2.0,8,3,1987,0,2.0,585000
18078,850,1160,1.0,0,0,1.0,6,3,1976,0,1.0,180500
7953,1460,2200,1.75,0,0,1.0,7,3,1965,0,1.0,305000
6166,920,1460,1.0,0,0,1.0,7,4,1951,0,1.0,650000
14511,880,940,1.0,0,0,1.0,6,4,1970,0,1.0,105000
2736,2201,1990,2.5,0,0,2.0,8,3,2006,0,2.0,397000
21008,3580,4495,3.5,0,915,2.0,9,3,2013,0,2.0,870000
11417,1690,1980,1.75,0,0,1.0,7,4,1988,0,1.0,281000
6651,1330,1430,2.5,0,0,3.0,8,3,2004,0,3.0,515000
3270,2010,2200,1.75,0,0,1.0,9,3,1982,0,1.0,627800
1087,3410,2260,2.75,0,0,1.5,8,4,1967,0,1.5,500000
18848,2140,2060,2.25,0,0,1.0,8,4,1962,0,1.0,270000
1168,1800,1510,2.5,0,860,2.0,8,5,1910,0,2.0,900000
19461,1090,1820,1.5,0,730,1.0,7,5,1960,0,1.0,278000
6654,1090,1880,2.5,0,1060,1.0,7,3,1963,0,1.0,414999
14208,1150,1410,2.5,0,850,1.0,6,3,1987,0,1.0,474500
14005,910,1590,2.0,0,680,1.0,7,3,1984,0,1.0,295000
7673,1160,1540,1.5,0,380,1.0,7,3,1964,0,1.0,345000
10422,1840,2010,2.75,0,800,2.0,9,3,1943,2004,2.0,1080000
18858,1090,1440,1.0,0,0,1.0,7,4,1972,0,1.0,344950
16851,1930,1670,1.75,0,0,1.0,8,3,2006,0,1.0,558000
11615,1570,2130,1.5,3,0,1.0,8,3,1954,0,1.0,425000
13863,2588,2403,2.5,0,0,2.0,8,3,2008,0,2.0,306000
10148,1740,1190,2.5,0,0,1.0,7,4,1952,0,1.0,339000
7046,3270,3380,2.75,0,0,2.0,10,3,1995,0,2.0,940000
16489,1520,1500,3.0,0,360,2.0,8,3,2007,0,2.0,630000
6134,2110,2560,2.5,0,0,1.0,9,3,1986,0,1.0,780000
19471,1540,2180,1.5,0,0,1.0,7,5,1961,0,1.0,420000
18949,1870,1570,3.75,0,900,1.0,8,3,1969,0,1.0,890000
11029,1870,2270,2.0,0,0,1.0,8,3,1966,0,1.0,325000
9891,3840,3230,4.25,0,0,2.0,10,3,1998,0,2.0,858450
8723,620,980,1.0,0,0,1.0,6,3,1900,0,1.0,382888
17172,1680,1800,2.5,0,0,2.0,8,3,2003,0,2.0,286000
19968,2830,2830,2.5,4,0,3.0,10,3,2006,0,3.0,1900000
8300,1710,1650,1.0,0,0,1.0,6,3,1986,0,1.0,305000
19487,2120,1540,1.5,0,0,1.5,6,3,1919,0,1.5,246000
4715,1060,1240,1.0,0,0,1.0,8,3,1954,0,1.0,420000
7628,940,1450,1.0,0,0,1.0,6,3,1948,0,1.0,265000
18459,1100,1110,1.0,0,0,1.0,7,3,1925,0,1.0,552700
6392,1980,3330,2.75,2,1140,1.0,9,4,1954,1997,1.0,1580000
10691,990,990,1.0,0,0,1.0,7,4,1958,0,1.0,222000
20623,2630,2550,2.5,0,0,2.0,8,3,2001,0,2.0,560000
16206,1130,1710,1.0,0,0,1.0,6,3,1908,0,1.0,261500
8099,940,2030,1.0,0,310,1.0,7,3,1938,0,1.0,370000
15708,2490,3390,3.25,0,2070,1.0,9,5,1963,0,1.0,1680000
16025,2170,2390,2.5,0,0,2.0,9,3,1994,0,2.0,389950
13372,1640,2670,2.25,0,1220,1.0,8,3,1977,0,1.0,740000
12839,1310,1540,2.75,0,750,1.0,7,4,1988,0,1.0,310000
16625,2730,2700,2.25,2,0,2.0,9,3,1992,0,2.0,632000
5943,1010,1260,1.0,0,0,1.0,7,4,1949,0,1.0,225000
12746,1830,1600,1.75,0,0,1.0,7,3,1957,0,1.0,544950
2256,2720,2590,2.5,0,0,2.0,9,3,1990,0,2.0,372400
11239,1540,2060,2.0,0,0,1.0,7,3,1900,1973,1.0,450000
4023,2240,2500,2.0,0,0,1.0,8,5,1948,0,1.0,1350000
15802,740,850,1.0,0,0,1.0,6,3,1943,0,1.0,230500
15820,1930,2110,1.75,0,0,1.0,9,4,1968,0,1.0,670000
4391,1860,1370,3.0,0,150,2.0,7,3,2001,0,2.0,475000
8399,1000,1620,1.5,1,730,1.0,8,3,1954,0,1.0,510000
7573,1780,2500,2.5,0,1100,1.0,8,3,1977,0,1.0,680000
21021,2110,1950,2.5,0,0,2.0,7,3,2013,0,2.0,327000
13789,3320,3430,3.25,0,0,2.0,10,3,1989,0,2.0,760000
20491,1608,2009,2.5,0,0,2.0,8,3,2012,0,2.0,280000
10645,1300,1770,1.5,0,0,1.0,7,4,1968,0,1.0,288000
21020,2460,1850,2.5,0,0,2.0,8,3,2005,0,2.0,730000
1988,1810,2450,2.25,0,1510,1.0,8,4,1981,0,1.0,962000
20266,1847,1767,2.5,0,0,2.0,7,3,2008,0,2.0,216000
14657,1490,2090,2.0,0,600,1.5,8,4,1930,0,1.5,860000
14728,2510,2570,2.5,0,0,2.0,7,3,2001,0,2.0,410000
9483,1380,1360,1.0,0,0,1.0,7,4,1948,0,1.0,380000
20253,1741,2002,2.5,0,0,2.0,8,3,2012,0,2.0,300000
19255,2630,2600,3.5,0,630,2.0,9,5,1937,0,2.0,1550000
14598,1440,1460,1.5,0,500,1.0,7,4,1941,0,1.0,525000
21577,4170,3030,3.75,2,0,2.0,10,3,2006,0,2.0,1090000
1042,820,1660,1.0,0,0,1.0,6,3,1950,0,1.0,197500
2963,810,1920,1.0,0,0,1.0,6,5,1942,0,1.0,510000
5692,1660,1670,2.0,0,0,1.0,8,3,2003,0,1.0,559000
16717,1370,1370,1.5,0,0,1.0,7,3,1939,0,1.0,468000
835,1230,1980,1.75,0,690,1.0,7,4,1977,0,1.0,324500
5892,1250,1040,1.0,0,0,1.0,7,3,1956,0,1.0,234900
16418,2350,2190,2.5,0,0,2.0,8,3,2003,0,2.0,399950
6287,1090,1660,1.75,0,0,1.0,7,3,1994,0,1.0,236000
12096,1300,1370,1.75,0,0,1.0,7,4,1959,0,1.0,427000
14258,1350,1600,2.5,0,460,2.0,7,3,1997,0,2.0,487500
16830,3870,2710,4.0,0,750,2.5,11,3,1915,0,2.5,1400000
8539,2310,1850,2.5,0,0,2.0,8,3,1997,0,2.0,330000
6374,940,1500,1.0,0,0,1.0,6,3,1916,0,1.0,356000
6575,1460,1850,2.0,0,0,1.0,7,5,1967,0,1.0,480000
17648,700,1160,1.0,0,0,1.0,6,3,1945,0,1.0,340000
5184,670,1660,1.0,0,0,1.0,6,4,1948,0,1.0,190000
3452,2920,1880,3.5,0,1170,1.0,11,3,2002,0,1.0,1290000
19219,960,1520,1.0,0,0,1.0,6,2,1933,0,1.0,200000
15576,1450,1440,1.5,0,0,1.0,7,3,1961,0,1.0,430000
10576,2190,2300,2.5,0,0,2.0,8,3,2004,0,2.0,379900
3232,1798,1894,2.5,0,1798,1.0,8,5,1964,0,1.0,580000
16361,620,1050,1.0,0,0,1.0,6,3,1963,0,1.0,175000
10539,1270,2140,1.0,0,0,1.5,7,4,1919,0,1.5,510000
13591,2250,2730,2.25,0,0,2.0,9,4,1980,0,2.0,801501
17469,980,1070,1.75,0,980,1.0,7,3,1948,0,1.0,363000
20115,3190,2110,2.5,0,0,2.0,9,3,2007,0,2.0,925000
9068,1210,1610,2.5,0,1070,1.5,7,3,1911,0,1.5,700000
4421,1070,2100,1.75,0,800,1.0,7,3,1959,0,1.0,285000
8348,580,1440,1.75,0,1160,1.0,6,3,1915,0,1.0,205000
19706,2580,1290,2.25,0,0,2.0,9,3,2015,0,2.0,673000
14426,1120,1230,1.0,0,0,1.0,7,3,1942,1994,1.0,438000
3748,2070,2190,2.25,0,0,2.0,7,4,1968,0,2.0,495000
6198,1620,1660,1.75,0,0,1.0,7,4,1966,0,1.0,314000
4493,3120,2980,2.5,0,0,2.0,9,3,1998,0,2.0,444900
8337,3154,2860,2.5,2,1913,1.0,9,3,1968,0,1.0,452000
10690,1400,1730,1.5,0,0,1.0,7,4,1953,0,1.0,415250
4868,1300,1930,1.75,0,0,1.0,7,3,1962,0,1.0,369500
5182,1850,1730,2.0,0,0,1.0,7,5,1963,0,1.0,329000
20508,1410,1510,2.25,0,0,3.0,9,3,2014,0,3.0,529500
921,1340,1340,1.5,0,0,1.0,7,4,1958,0,1.0,255000
8334,960,1460,1.0,0,0,1.0,7,3,1955,0,1.0,545000
2671,2240,2200,2.5,0,0,2.0,9,3,1989,0,2.0,689000
14463,890,1230,1.0,0,0,1.0,6,3,1910,0,1.0,153500
13003,1170,1800,2.25,0,450,1.0,7,3,1969,0,1.0,460000
5416,840,1010,1.0,0,0,1.0,6,3,1970,2014,1.0,232000
18206,1370,1370,2.25,0,0,2.0,7,4,1993,0,2.0,305000
4628,1400,1950,1.0,0,0,1.0,7,3,1951,0,1.0,403000
15682,2730,2980,2.5,0,1070,2.0,10,3,1994,0,2.0,450000
11409,2090,2605,2.5,2,515,2.0,9,4,1979,0,2.0,1020000
15778,1190,1960,1.0,0,0,1.0,7,3,1968,0,1.0,268300
5412,1730,2910,1.75,0,430,1.0,8,3,1971,0,1.0,433000
4656,1650,2000,2.25,0,730,2.0,9,5,1931,0,2.0,886000
13843,1880,2120,2.5,0,0,2.0,8,3,1993,0,2.0,380000
21069,2800,1440,3.0,0,0,2.0,8,3,1998,0,2.0,677790
1444,2090,2520,2.5,0,0,2.0,9,3,2004,0,2.0,566000
18411,1590,1590,2.75,0,0,1.5,8,4,1925,0,1.5,1060000
14291,1080,1530,2.0,0,0,1.0,6,5,1923,0,1.0,460000
20134,710,1140,2.25,0,300,2.0,8,3,2006,0,2.0,459000
13346,1020,1770,1.75,0,1020,1.0,7,3,1962,0,1.0,551000
13586,1780,2030,1.0,0,0,1.5,8,3,1947,0,1.5,654500
5110,1670,2600,2.75,0,640,1.0,8,3,1989,0,1.0,470000
1045,1270,2030,2.25,0,940,1.0,8,4,1977,0,1.0,465000
11891,1370,1090,1.5,0,300,1.0,7,3,1953,0,1.0,280500
5829,1180,980,1.0,0,0,1.5,7,3,1926,0,1.5,447500
17658,2330,2330,1.75,0,0,2.0,9,3,1964,0,2.0,690000
5325,1170,2230,1.5,0,310,1.0,7,3,1960,0,1.0,285000
1501,2460,2170,3.0,3,1380,1.5,8,3,1949,0,1.5,612000
1510,1650,2340,2.5,0,1250,1.0,8,3,1977,0,1.0,413000
410,1550,1550,2.5,0,0,2.0,7,3,1991,0,2.0,268000
1474,1500,1470,2.25,0,0,2.0,7,3,1986,0,2.0,400000
5142,1050,1220,1.0,0,0,1.5,7,5,1955,0,1.5,235000
6491,2130,2100,2.5,0,0,2.0,8,4,1985,0,2.0,355000
10387,1590,1580,2.5,0,0,2.0,7,3,1985,0,2.0,285000
12812,1680,1330,1.0,0,0,1.0,7,3,1949,0,1.0,599950
16053,680,3080,0.75,0,620,1.0,6,3,1950,1987,1.0,247500
11655,1530,1650,1.75,0,0,1.5,7,4,1913,0,1.5,675000
11048,2120,2370,2.5,0,0,2.0,7,3,2005,0,2.0,561000
10002,1440,1440,1.75,0,0,1.0,7,4,1958,0,1.0,491000
3078,1640,1500,2.0,0,0,1.0,7,3,1963,0,1.0,370000
17268,2100,1750,2.5,0,0,1.0,7,5,1969,0,1.0,399000
5511,2200,1970,2.25,0,0,2.0,8,3,1986,0,2.0,515000
9496,1030,1560,1.75,2,540,1.0,7,3,1981,0,1.0,525000
9990,2190,2200,3.25,0,970,1.0,7,5,1960,0,1.0,620000
19254,2170,1390,1.75,0,150,1.5,7,3,1918,0,1.5,555000
12770,1160,1420,1.75,0,0,1.0,7,2,1980,0,1.0,361550
15594,1350,1440,1.75,0,0,1.0,6,4,1912,0,1.0,300000
6898,2290,2130,2.5,0,0,2.0,8,3,1994,0,2.0,349900
14319,3250,2960,2.5,0,0,2.0,8,3,2007,0,2.0,353500
3011,970,1000,1.0,0,0,1.0,6,3,1957,0,1.0,200450
12762,790,960,1.0,0,0,1.0,6,2,1944,0,1.0,170000
12870,1440,1720,1.75,0,0,1.0,7,4,1961,0,1.0,472500
10999,2940,3090,2.5,0,0,2.0,10,3,1992,0,2.0,850000
2208,3220,3150,2.5,0,0,2.0,9,3,2002,0,2.0,760000
6040,1370,1830,2.0,0,460,1.0,7,3,1958,0,1.0,245000
14856,1690,1690,2.5,0,0,2.0,8,3,1979,0,2.0,431000
10734,950,1080,1.0,0,0,1.0,7,3,1951,0,1.0,287000
6708,3500,3210,3.5,3,1200,2.0,11,3,1958,1995,2.0,2650000
19924,3050,2180,2.75,0,0,2.0,8,3,2014,0,2.0,740000
12252,3500,3180,2.5,2,0,2.0,9,3,2005,0,2.0,655000
12674,2290,1310,1.5,0,0,1.0,7,4,1967,0,1.0,209950
3306,640,1460,1.0,0,0,1.0,6,4,1918,0,1.0,426000
4342,1990,1280,2.25,0,0,3.0,9,3,2012,0,3.0,715000
20877,1270,1330,2.0,0,0,3.0,8,3,2006,0,3.0,401000
12667,1610,2510,1.0,0,0,1.0,7,3,1978,0,1.0,590000
7039,2460,3360,3.5,0,890,1.0,11,3,1992,0,1.0,845000
11146,1280,1450,1.5,0,0,1.0,7,4,1962,0,1.0,220000
6165,1440,1440,1.5,0,0,1.5,7,3,1922,0,1.5,352000
13852,1100,920,1.0,0,0,1.0,6,4,1969,0,1.0,225500
1742,1940,1750,1.5,0,0,2.0,8,3,1905,0,2.0,780000
15692,1300,1950,2.25,0,400,1.0,7,4,1990,0,1.0,660000
19445,3580,2870,4.5,0,940,2.0,9,3,1953,2008,2.0,550000
14617,840,1830,1.75,0,840,1.0,6,3,1914,0,1.0,334000
10971,1200,1200,1.5,0,0,1.5,6,4,1970,0,1.5,178000
17717,1520,1830,2.25,0,370,1.0,8,3,1977,0,1.0,425000
20766,2060,1810,3.25,0,630,2.0,9,3,2014,0,2.0,760000
15138,2590,3280,3.25,3,1250,1.5,10,4,1939,0,1.5,2150000
7518,1270,1180,2.0,0,0,3.0,8,3,2003,0,3.0,380500
4104,2820,1560,2.5,0,0,2.0,8,3,2008,0,2.0,685000
15696,780,1070,1.0,0,430,1.0,6,3,1940,0,1.0,326000
3650,1770,1650,2.5,0,0,2.0,7,3,1992,0,2.0,245000
6116,1370,1280,2.0,0,0,1.0,7,2,1947,0,1.0,420550
8471,2170,2280,2.5,0,0,2.0,8,3,1992,0,2.0,340000
12814,1560,2350,1.75,0,1220,1.0,9,3,1964,0,1.0,870000
14464,1350,1460,1.0,0,0,1.0,7,3,1979,0,1.0,414500
9712,1200,1900,2.0,0,700,1.0,7,2,1964,0,1.0,649950
17113,1670,1670,2.5,0,0,2.0,8,3,2000,0,2.0,500000
3468,1010,1710,1.5,0,1010,1.0,7,4,1953,0,1.0,355000
1055,1140,1140,1.0,0,0,1.0,7,4,1963,0,1.0,379000
10695,1970,2140,2.75,3,0,1.5,8,3,1915,2002,1.5,925500
15735,880,1550,1.0,0,280,1.0,7,3,1930,0,1.0,508300
19185,2190,1640,2.0,0,0,1.0,7,3,1994,0,1.0,464950
16946,2910,1730,2.5,0,0,2.0,9,3,2001,0,2.0,499950
8431,1540,2310,2.75,0,1440,1.0,8,3,1982,0,1.0,374900
8819,1370,1880,1.75,0,600,1.0,7,4,1961,0,1.0,460000
3520,1040,2180,1.75,0,940,1.0,6,3,1956,1999,1.0,350000
1071,1480,2940,2.75,4,1200,1.0,9,4,1962,0,1.0,1240000
5164,1100,1430,1.75,0,0,1.0,7,4,1968,0,1.0,240000
19578,3750,2540,2.5,0,0,2.0,10,3,1991,0,2.0,725000
8548,2400,2350,2.5,0,0,2.0,7,3,1997,0,2.0,442500
6982,1410,2080,1.75,0,730,1.0,8,4,1965,0,1.0,594000
21326,3050,2730,2.75,0,0,2.0,8,3,2014,0,2.0,563950
7704,2415,2660,2.5,1,0,2.0,9,3,1981,0,2.0,815000
7819,1010,1710,1.0,0,500,1.0,6,3,1955,0,1.0,299000
3313,1380,1970,1.75,0,500,1.0,7,4,1977,0,1.0,410000
13680,1170,1550,1.5,0,0,1.0,7,3,1960,0,1.0,246500
19864,1580,2280,2.0,0,0,2.0,7,3,2006,0,2.0,210000
16098,890,1100,1.0,0,0,1.0,6,2,1919,0,1.0,180000
2749,1110,1520,1.5,0,130,1.0,7,4,1961,0,1.0,265000
447,1260,1510,2.0,0,0,1.0,7,3,1972,0,1.0,505000
8296,1450,2390,2.75,0,940,1.0,8,3,1973,0,1.0,623000
11783,1760,2140,3.25,1,820,1.5,9,4,1978,0,1.5,688888
5235,1650,2920,2.75,0,1400,1.0,8,4,1956,0,1.0,1040000
13140,1750,3100,2.25,2,80,2.0,8,3,1923,0,2.0,1250000
19775,1180,1800,2.25,0,280,2.0,9,3,2014,0,2.0,655000
10929,1350,1350,2.0,0,0,1.0,8,3,2004,0,1.0,480000
15180,960,1280,1.0,0,140,1.0,6,3,1935,0,1.0,157500
12399,900,1370,1.5,0,470,1.0,7,3,1970,0,1.0,190848
547,720,1070,2.0,0,350,2.0,9,3,2008,0,2.0,259950
10492,2590,2780,3.25,2,0,1.0,9,4,1968,0,1.0,1500000
17311,1300,2220,1.75,0,750,1.5,8,4,1926,0,1.5,739000
11537,1310,1100,2.0,0,0,1.0,7,3,1988,0,1.0,290000
17571,1260,1760,3.0,0,1060,1.0,7,3,1943,2000,1.0,770000
9490,2370,2590,2.5,0,0,3.0,8,4,1982,0,3.0,860000
3032,1310,1330,1.0,0,0,1.0,7,3,1956,0,1.0,235000
20960,1080,1530,2.5,2,500,2.0,8,3,2014,0,2.0,705000
9435,1140,1260,1.0,0,0,1.0,7,3,1958,0,1.0,390000
1408,1560,2210,1.75,1,650,1.0,8,3,1974,0,1.0,685000
8122,1820,1480,2.5,0,0,1.5,7,3,1926,2008,1.5,287000
11570,2800,2800,2.25,0,0,2.0,9,3,1985,0,2.0,408000
