,date,bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
21435,2015-03-12,3,up to 2,1.0,0,without,3,very good,1600,0,2014,0,98042,47.383,-122.09700000000001,2520,5700,239950
7533,2015-03-12,5,up to 4,1.0,0,without,3,very good,1650,0,1970,0,98118,47.5293,-122.285,1670,5885,183750
7031,2015-03-12,4,up to 4,2.0,0,without,4,very good,2780,0,1992,0,98029,47.5608,-122.016,2650,8094,717000
10527,2015-03-12,4,up to 4,2.0,0,without,3,excelent,4070,0,2006,0,98027,47.478,-122.038,3020,44613,1700000
3575,2015-03-12,2,up to 2,2.0,0,without,4,very good,2320,0,1942,0,98146,47.504,-122.36200000000001,1620,11250,360000
13138,2015-03-12,3,up to 2,1.0,0,without,4,very good,1150,300,1923,0,98126,47.5212,-122.37100000000001,1040,7740,394000
5687,2015-03-12,4,up to 2,1.0,0,without,4,very good,1450,0,1966,0,98058,47.4546,-122.182,1340,8023,309950
8859,2015-03-12,3,up to 2,2.0,0,without,3,very good,1260,0,2003,0,98029,47.5476,-122.005,1410,1630,350000
6437,2015-03-13,3,up to 2,1.0,0,without,3,very good,1370,440,1973,0,98027,47.5322,-122.04899999999999,2140,10922,517500
2820,2015-03-13,3,up to 4,2.0,0,without,3,very good,2340,0,2002,0,98065,47.5362,-121.87799999999999,2400,4624,459950
18428,2015-03-13,9,up to 4,2.0,0,without,3,very good,1880,940,1918,0,98105,47.6654,-122.307,2460,4400,934000
382,2015-03-13,4,up to 4,2.0,0,without,3,very good,2130,0,2001,0,98019,47.7237,-121.959,2300,6930,389000
9379,2015-03-13,2,up to 2,1.0,0,without,3,very good,900,900,1942,0,98108,47.5508,-122.3,1570,5876,334998
11321,2015-03-13,3,up to 2,2.0,0,without,3,very good,1860,0,1991,0,98029,47.5706,-121.999,1950,5146,477500
3181,2015-03-13,3,up to 2,1.5,0,without,5,very good,1400,0,1917,0,98056,47.5133,-122.196,2320,9420,249000
3176,2015-03-13,2,up to 2,1.0,0,without,3,very good,1070,0,1924,0,98103,47.6631,-122.337,1400,4000,660000
3046,2015-03-13,3,up to 4,2.0,0,without,3,very good,2200,0,2000,0,98065,47.5319,-121.867,2400,5431,525000
18461,2015-03-13,3,up to 2,1.0,0,without,3,very good,1200,0,1950,1968,98177,47.7763,-122.36,1340,9450,263700
4701,2015-03-13,5,up to 2,1.5,0,without,3,very good,1530,330,1921,0,98103,47.6559,-122.339,1910,3600,775000
6396,2015-03-13,5,up to 4,2.0,1,with a view,3,very good,3750,0,1925,0,98118,47.5379,-122.264,3540,24293,2900000
17594,2015-03-13,4,up to 4,2.0,0,without,3,very good,2610,990,2004,0,98199,47.6487,-122.38799999999999,1590,5040,970000
4918,2015-03-13,5,up to 4,2.0,0,without,4,very good,3120,0,1969,0,98004,47.6458,-122.219,3740,17853,1940000
13482,2015-03-13,4,up to 2,1.0,0,without,3,very good,2030,0,1966,0,98008,47.6274,-122.094,2000,7998,565000
13506,2015-03-13,4,up to 2,1.5,0,without,3,bad,1460,0,1940,0,98146,47.5006,-122.351,1320,8100,135000
13497,2015-03-13,3,up to 2,1.0,0,without,4,very good,970,0,1962,0,98023,47.3078,-122.365,1050,8563,172380
7250,2015-03-13,3,up to 4,1.0,0,without,3,very good,1120,510,1988,0,98072,47.7454,-122.103,2050,15200,395000
3284,2015-03-13,2,up to 2,1.0,0,with a view,3,very good,930,0,1926,2013,98136,47.5333,-122.38799999999999,1760,5228,700000
7445,2015-03-13,3,up to 2,1.0,0,without,3,very good,1470,0,1987,0,98074,47.6171,-122.044,1720,6584,479000
3296,2015-03-13,3,up to 2,1.5,0,without,3,very good,1640,260,1926,0,98115,47.6779,-122.294,2090,5000,921500
19537,2015-03-13,4,up to 2,1.0,0,without,4,very good,1470,450,1966,0,98006,47.5683,-122.177,1820,10091,719521
14081,2015-03-13,3,up to 4,2.0,0,with a view,3,very good,2090,515,1979,0,98033,47.6536,-122.20299999999999,2605,2300,789800
8789,2015-03-13,2,up to 2,1.5,0,without,3,very good,1330,0,1925,0,98168,47.4824,-122.274,1210,6926,175000
15643,2015-03-13,5,up to 2,1.0,0,without,3,very good,1430,620,1956,0,98198,47.4136,-122.333,1940,8625,475000
15293,2015-03-13,3,up to 4,1.0,0,without,4,very good,1720,1100,1947,0,98168,47.4944,-122.304,1040,8100,297975
7407,2015-03-13,2,up to 2,1.0,0,without,3,very good,910,400,1946,0,98115,47.6784,-122.304,1320,4794,663500
12621,2015-03-13,2,up to 2,1.0,0,without,3,bad,910,0,1917,0,98117,47.6916,-122.36200000000001,1020,4600,265000
2090,2015-03-13,3,up to 2,1.5,0,without,3,very good,1200,0,1945,0,98125,47.7163,-122.29899999999999,1120,7800,398500
12634,2015-03-13,4,up to 2,1.5,0,without,4,very good,1480,0,1947,0,98075,47.5849,-122.051,2790,20680,890000
12664,2015-03-13,3,up to 2,1.0,0,without,3,very good,1890,0,1962,0,98024,47.5719,-121.914,1746,54014,355000
14004,2015-03-13,2,up to 2,1.0,0,without,3,very good,860,0,1925,0,98103,47.6652,-122.338,1490,4013,580000
2212,2015-03-13,3,up to 4,1.5,0,without,4,very good,1620,200,1914,1983,98107,47.6711,-122.36399999999999,1440,4300,775000
8687,2015-03-13,3,up to 2,1.0,0,without,4,very good,1240,0,1971,0,98118,47.5294,-122.285,1670,5589,225000
12132,2015-03-13,5,up to 4,1.0,0,without,4,very good,1290,650,1960,0,98155,47.7438,-122.32799999999999,1810,9390,299000
5134,2015-03-13,4,up to 2,1.5,0,without,3,very good,1480,990,1940,0,98199,47.6365,-122.391,2140,4000,700000
2349,2015-03-13,4,up to 4,1.0,0,with a view,5,very good,2290,0,1963,0,98006,47.5515,-122.189,2540,15936,625000
4479,2015-03-13,4,up to 4,2.0,0,without,3,very good,3280,0,2004,0,98053,47.6802,-122.03399999999999,2600,5000,702000
8530,2015-03-13,3,up to 4,2.0,0,without,4,very good,1590,0,1980,0,98004,47.6477,-122.21600000000001,2470,12005,1210000
13872,2015-03-13,3,up to 2,1.0,0,without,5,very good,760,760,1945,0,98117,47.6966,-122.375,1040,8100,475000
2507,2015-03-13,3,up to 2,1.0,0,without,3,very good,1300,480,1977,0,98075,47.5858,-122.015,2380,47480,526000
19816,2015-03-13,4,up to 4,2.0,0,without,3,very good,2420,0,2007,0,98166,47.4729,-122.35,1400,5250,449950
8443,2015-03-13,3,up to 4,1.5,1,with a view,3,very good,3130,480,1918,1962,98023,47.3351,-122.36200000000001,2630,42126,425000
12336,2015-03-13,3,up to 4,2.0,0,without,3,very good,2120,0,2006,0,98059,47.4787,-122.12799999999999,2230,4103,400000
7716,2015-03-13,6,up to 2,1.5,0,without,3,very good,1400,1000,1975,0,98155,47.7661,-122.31299999999999,1980,7500,499000
13746,2015-03-13,3,up to 4,2.0,0,without,4,very good,2190,990,1918,0,98126,47.577,-122.38,2000,3680,850000
13734,2015-03-13,3,up to 4,2.0,0,without,3,very good,1580,0,1987,0,98033,47.68600000000001,-122.185,2253,8515,580000
9293,2015-03-13,4,up to 2,1.0,0,without,5,very good,1060,1060,1917,0,98136,47.5506,-122.385,1410,6250,560000
18846,2015-03-13,4,up to 4,2.0,0,without,3,very good,2550,580,2008,0,98115,47.6849,-122.32700000000001,1830,3900,1390000
14729,2015-03-13,4,up to 4,1.0,0,without,4,very good,1810,700,1977,0,98034,47.7041,-122.241,2450,19250,588000
10105,2015-03-13,4,up to 4,2.0,0,with a view,4,very good,2550,1220,1964,0,98075,47.5824,-122.07799999999999,2640,11502,940000
5196,2015-03-13,5,up to 2,1.5,0,without,4,very good,1690,0,1961,0,98032,47.3859,-122.288,1690,7739,285900
16119,2015-03-13,3,up to 2,1.0,0,without,3,very good,1350,380,1971,0,98177,47.7694,-122.367,2500,8073,465000
20834,2015-03-13,3,up to 4,2.0,0,without,3,very good,2828,0,2013,0,98030,47.382,-122.197,2513,4507,367000
20801,2015-03-13,2,up to 4,3.0,0,without,3,very good,1160,0,2007,0,98107,47.6543,-122.35799999999999,1320,2800,415000
15575,2015-03-13,3,up to 4,1.0,0,without,3,very good,1300,600,1961,0,98003,47.3478,-122.29799999999999,1900,9990,250000
10032,2015-03-13,4,up to 4,2.0,0,without,3,very good,2870,0,2004,0,98065,47.538999999999994,-121.87799999999999,2770,6658,555000
4679,2015-03-13,4,up to 4,2.0,0,without,3,very good,2240,0,1988,0,98053,47.687,-122.04700000000001,3180,45738,610000
20476,2015-03-13,2,up to 2,3.0,0,with a view,3,very good,1500,0,2008,0,98103,47.6522,-122.346,1360,1527,670000
6022,2015-03-13,4,up to 4,2.0,0,without,4,very good,2240,0,1967,0,98040,47.5516,-122.21700000000001,2600,11480,975000
5623,2015-03-13,3,up to 2,1.0,0,without,3,very good,1390,0,1985,0,98056,47.4892,-122.181,1910,7904,406000
14466,2015-03-13,3,up to 2,1.0,0,with a view,5,very good,1350,0,1925,0,98022,47.2217,-122.06299999999999,2300,211266,349990
1285,2015-03-13,3,up to 2,1.0,0,without,3,very good,1620,700,1967,0,98058,47.4524,-122.146,1990,9720,364808
11018,2015-03-13,2,up to 2,1.0,0,without,3,very good,860,0,1943,0,98024,47.5662,-121.88600000000001,950,10500,235000
4144,2015-03-13,2,up to 2,1.0,0,without,3,very good,950,0,1949,0,98126,47.5653,-122.37,1360,2550,430000
1044,2015-03-13,3,up to 2,1.0,0,without,3,very good,1560,0,1981,0,98053,47.6493,-121.956,2320,220654,590000
9843,2015-03-13,2,up to 2,2.0,0,without,4,very good,1150,220,2006,0,98122,47.6021,-122.295,1370,1339,448175
6882,2015-03-13,4,up to 4,2.0,0,without,3,very good,2760,0,2001,0,98056,47.4814,-122.189,2670,5626,424950
10070,2015-03-13,5,up to 4,1.5,0,without,4,very good,2120,400,1916,0,98112,47.6348,-122.301,2100,4564,1100000
9616,2015-03-13,4,up to 4,1.0,0,without,3,very good,1360,580,1960,0,98188,47.4253,-122.28299999999999,1940,10200,322000
865,2015-03-13,3,up to 4,2.0,0,without,4,very good,1420,0,1989,0,98038,47.3576,-122.039,1560,7471,275000
17454,2015-03-14,3,up to 2,1.0,0,without,3,very good,1020,0,1949,0,98155,47.7719,-122.31,1180,9660,307000
17341,2015-03-14,5,up to 4,1.0,0,without,3,very good,1140,960,1983,0,98155,47.7723,-122.31700000000001,1830,8700,420000
589,2015-03-14,3,up to 2,1.5,0,without,5,very good,1330,730,1931,0,98144,47.5897,-122.292,1910,3900,685000
16722,2015-03-14,7,up to 4,2.0,0,with a view,3,very good,2840,1050,1968,0,98117,47.7011,-122.39200000000001,2870,8342,1190000
15259,2015-03-14,3,up to 4,1.0,0,without,3,very good,1260,300,1988,0,98065,47.5378,-121.742,1820,36590,399950
248,2015-03-14,4,up to 2,1.0,0,without,4,very good,2010,0,1976,0,98002,47.2785,-122.213,2010,7650,250000
4278,2015-03-15,4,up to 4,2.0,0,without,3,very good,3470,0,2005,0,98065,47.5423,-121.87700000000001,3450,9380,730000
12783,2015-03-15,3,up to 2,1.0,0,without,5,very good,1270,0,1955,0,98056,47.5124,-122.165,1270,8996,317000
17510,2015-03-15,2,up to 2,1.0,0,without,3,very good,950,0,1941,0,98144,47.5864,-122.301,1420,5400,445000
21105,2015-03-16,4,up to 4,2.0,0,without,3,very good,2490,0,2013,0,98065,47.5185,-121.884,2520,5848,595500
18680,2015-03-16,4,up to 2,1.5,0,without,4,very good,1480,0,1912,0,98103,47.6737,-122.354,1570,3750,770000
13827,2015-03-16,3,up to 4,2.0,0,without,3,very good,1650,0,1994,0,98038,47.3826,-122.027,2010,7763,320000
10572,2015-03-16,4,up to 4,2.0,0,without,5,very good,2250,0,1967,0,98040,47.5645,-122.219,2660,10125,1060000
19745,2015-03-16,3,up to 4,3.0,0,without,3,very good,1640,0,2014,0,98105,47.6636,-122.319,1720,1960,645000
7675,2015-03-16,2,up to 2,1.0,0,without,3,very good,780,180,1904,0,98144,47.6013,-122.29899999999999,1400,3000,345000
19062,2015-03-16,2,up to 2,1.0,0,without,3,very good,1430,0,1983,0,98146,47.5088,-122.37100000000001,1290,8040,350000
9538,2015-03-16,3,up to 2,1.0,0,with a view,5,very good,1680,360,1940,0,98177,47.7028,-122.385,2300,10080,1300000
16832,2015-03-16,3,up to 2,1.0,0,without,3,very good,1300,0,1962,2007,98042,47.3427,-122.087,1260,10139,260000
4362,2015-03-16,3,up to 4,2.0,0,without,3,very good,1750,0,1977,0,98052,47.6638,-122.12899999999999,1750,5700,453000
8929,2015-03-16,4,up to 2,1.5,0,without,3,very good,1630,0,1967,0,98198,47.3658,-122.31700000000001,1320,8774,290000
2954,2015-03-16,3,up to 4,2.0,0,without,3,very good,2110,960,1987,0,98006,47.5522,-122.14399999999999,3130,9450,1200000
15157,2015-03-16,4,up to 4,2.0,0,without,3,very good,2570,0,1987,0,98058,47.4237,-122.162,2140,7615,370000
18399,2015-03-16,4,more than 4,2.0,0,without,3,excelent,3750,2070,1993,0,98042,47.3814,-122.164,2980,13000,784500
17738,2015-03-16,4,up to 4,1.0,0,without,4,very good,1910,1260,1978,0,98072,47.7648,-122.11200000000001,2590,65340,799000
13315,2015-03-16,4,up to 4,2.0,0,without,3,very good,2200,0,2008,0,98042,47.3333,-122.055,2200,5757,280000
17667,2015-03-16,4,up to 4,2.0,0,without,3,very good,3920,0,1999,0,98065,47.5416,-121.869,3740,10880,825000
2221,2015-03-16,2,up to 2,1.0,0,without,1,very good,920,0,1954,0,98033,47.6831,-122.189,1760,8400,535000
8225,2015-03-16,6,up to 2,1.5,0,without,2,very good,1680,0,1911,0,98033,47.6798,-122.206,1890,5500,619500
5970,2015-03-16,3,up to 2,1.0,0,without,3,very good,1350,450,1951,0,98177,47.7165,-122.361,1770,7620,509007
18966,2015-03-16,3,up to 2,1.0,0,without,3,very good,1130,530,1983,0,98092,47.3187,-122.171,1550,7647,203700
18819,2015-03-16,4,up to 4,2.0,0,without,3,very good,2130,0,1988,0,98001,47.3208,-122.273,2350,8982,310000
15415,2015-03-16,3,up to 2,1.0,0,without,4,very good,1490,0,1969,0,98059,47.4779,-122.145,1720,9915,320000
13826,2015-03-16,3,up to 2,1.0,0,without,3,very good,1230,700,1960,0,98055,47.4883,-122.221,2030,5954,285000
5699,2015-03-16,4,up to 2,1.5,0,without,4,very good,1400,0,1942,0,98168,47.4888,-122.33200000000001,1120,8645,276500
4889,2015-03-16,3,up to 2,1.0,0,without,4,very good,1190,0,1969,0,98077,47.7561,-122.071,1190,9756,332900
15414,2015-03-16,4,up to 4,2.0,0,without,3,very good,2360,0,1990,0,98058,47.4403,-122.126,1860,8410,319000
17188,2015-03-16,3,up to 2,1.0,0,without,4,very good,1330,0,1977,0,98033,47.7001,-122.17299999999999,1330,8136,525000
21428,2015-03-16,3,up to 4,3.0,0,without,3,very good,1420,0,2007,0,98103,47.6904,-122.34200000000001,1420,1300,410000
16548,2015-03-16,3,up to 4,1.0,0,without,4,very good,1130,610,1977,0,98070,47.3948,-122.435,2000,24925,445000
7014,2015-03-16,4,up to 2,2.0,0,without,3,very good,1730,0,1957,0,98125,47.7181,-122.316,1410,7311,466750
19729,2015-03-16,4,up to 4,2.0,0,without,3,very good,2050,0,2014,0,98001,47.3522,-122.275,2050,4000,355000
15897,2015-03-16,3,up to 2,1.0,0,without,4,very good,1470,0,1978,0,98052,47.6975,-122.12,1800,9600,490000
672,2015-03-16,4,up to 4,1.0,0,without,5,very good,1630,880,1978,0,98006,47.5427,-122.181,2390,11211,664000
13323,2015-03-16,3,up to 2,1.5,0,without,3,very good,1350,0,1928,0,98116,47.5749,-122.412,1360,4800,585000
11874,2015-03-16,2,up to 2,2.0,0,without,3,very good,1180,0,2005,0,98038,47.3487,-122.021,1310,3003,215000
10388,2015-03-16,3,up to 4,1.0,0,without,3,very good,1000,1000,1954,2014,98166,47.4531,-122.352,1440,7200,433000
11495,2015-03-16,3,up to 4,2.0,0,without,4,very good,1950,340,1995,0,98033,47.6811,-122.20700000000001,2290,5100,1070000
21390,2015-03-16,3,up to 2,3.0,0,without,3,very good,1360,0,2008,0,98103,47.6962,-122.34899999999999,1360,1167,370000
10290,2015-03-16,3,up to 4,1.0,0,without,3,very good,1340,460,1986,0,98038,47.3813,-122.04299999999999,2000,15233,335620
1496,2015-03-16,4,up to 4,2.0,0,with a view,3,very good,2370,1100,2014,0,98116,47.5917,-122.38600000000001,2420,4761,1220000
14562,2015-03-16,4,up to 4,2.0,0,without,3,very good,2390,0,1981,0,98053,47.6651,-122.06700000000001,2390,38186,589000
13616,2015-03-16,2,up to 2,1.0,0,without,1,bad,930,0,1932,0,98148,47.4611,-122.324,1620,8584,445000
1039,2015-03-16,2,up to 2,1.0,0,without,4,very good,1390,210,1949,0,98002,47.3098,-122.21,1502,6798,218500
7358,2015-03-16,3,up to 4,2.0,0,without,3,very good,1580,0,2001,0,98019,47.7367,-121.969,1770,3799,325000
14762,2015-03-16,3,up to 2,1.0,0,without,4,very good,1240,550,1964,0,98133,47.728,-122.339,1470,6800,472500
7555,2015-03-16,3,up to 2,2.0,0,without,3,very good,1270,460,1955,0,98125,47.7067,-122.28200000000001,1810,8795,563000
15991,2015-03-16,3,up to 2,2.0,0,without,4,very good,1710,0,1920,0,98115,47.6801,-122.305,1530,5170,747000
6928,2015-03-16,3,up to 2,1.0,0,without,3,very good,1220,0,1952,0,98023,47.3261,-122.353,1960,15378,223000
170,2015-03-16,3,up to 2,1.0,0,without,3,very good,1560,0,1954,0,98166,47.4776,-122.337,1070,7920,284000
16444,2015-03-16,3,up to 2,1.0,0,without,3,very good,1080,400,1967,0,98188,47.4585,-122.28299999999999,1780,8512,175000
4221,2015-03-16,3,up to 2,1.0,0,without,4,very good,1300,0,1967,0,98034,47.7359,-122.19200000000001,1520,7713,390000
2365,2015-03-16,3,up to 2,2.0,0,with a view,3,very good,1790,430,1928,2010,98116,47.5825,-122.4,1670,4830,1100000
7984,2015-03-16,3,up to 2,1.5,0,without,4,very good,1650,0,1929,0,98122,47.6156,-122.29700000000001,1650,4500,622000
18032,2015-03-16,3,up to 2,2.0,0,without,4,very good,2510,0,1961,0,98001,47.2871,-122.287,2130,20000,363000
15733,2015-03-16,3,up to 4,2.0,0,without,3,very good,1800,0,2003,0,98072,47.7631,-122.149,1610,2929,447000
14062,2015-03-16,3,up to 4,2.0,0,without,3,very good,1100,520,2009,0,98112,47.6195,-122.29899999999999,1620,1251,640000
21142,2015-03-16,3,up to 4,2.0,0,without,3,very good,3370,0,2014,0,98075,47.5965,-122.01299999999999,3710,8252,1070000
17042,2015-03-16,3,up to 2,1.0,0,without,4,very good,1440,0,1957,0,98008,47.6008,-122.118,1340,8780,550000
4197,2015-03-16,3,up to 4,2.0,0,without,3,very good,2200,0,1997,0,98072,47.7408,-122.169,2320,6098,606000
13013,2015-03-16,3,up to 2,1.0,0,without,3,very good,960,0,1972,0,98033,47.6891,-122.20299999999999,1220,7579,550000
12932,2015-03-16,3,up to 2,1.0,0,without,3,very good,1300,200,1955,0,98177,47.7598,-122.359,1950,9500,436000
7426,2015-03-16,5,up to 4,2.0,0,with a view,3,very good,3020,1030,1973,2005,98040,47.5348,-122.241,3880,18321,1600000
1743,2015-03-16,4,up to 4,2.0,0,without,3,very good,2510,0,1978,0,98072,47.753,-122.145,2440,11000,541100
18059,2015-03-16,5,up to 4,2.0,0,without,4,very good,2540,1200,1984,0,98006,47.5599,-122.10799999999999,2920,11258,915557
3556,2015-03-16,3,up to 2,1.0,0,without,4,very good,1070,0,1971,0,98108,47.5529,-122.305,1090,4000,385000
13021,2015-03-16,3,up to 2,1.0,0,without,3,very good,940,0,1947,0,98103,47.699,-122.35,870,5728,259250
2175,2015-03-16,3,up to 4,1.0,0,without,4,very good,2150,1480,1972,0,98040,47.56100000000001,-122.226,3150,13555,1090000
3361,2015-03-16,4,up to 4,2.0,0,without,3,very good,2750,0,2003,0,98038,47.3671,-122.029,2610,7482,418000
18415,2015-03-16,3,up to 2,1.0,0,without,3,very good,1010,0,1980,0,98074,47.6224,-122.045,1840,11497,400000
7430,2015-03-16,4,up to 4,1.0,0,without,3,very good,1150,600,1962,0,98115,47.6958,-122.29,1350,6120,605000
10262,2015-03-16,3,up to 2,1.0,0,without,3,very good,920,0,1960,0,98002,47.2892,-122.22,1010,7420,208000
16504,2015-03-16,2,up to 2,1.0,0,without,3,very good,760,120,1918,0,98118,47.5643,-122.275,1180,6300,376000
74,2015-03-16,3,up to 2,1.0,0,without,5,very good,1090,700,1965,0,98042,47.3511,-122.073,1940,50529,349000
9876,2015-03-16,3,up to 2,1.0,0,without,3,very good,1520,0,1975,0,98052,47.667,-122.14200000000001,2040,9900,530000
10719,2015-03-16,3,up to 2,1.0,0,without,5,very good,1760,0,1954,0,98133,47.7708,-122.339,1400,8519,449900
9834,2015-03-16,4,up to 4,2.0,0,without,4,very good,2460,0,1984,0,98006,47.548,-122.154,2460,9126,818000
9418,2015-03-16,3,up to 2,1.0,0,without,3,very good,1350,0,1959,0,98059,47.4805,-122.15799999999999,1510,8040,275000
11992,2015-03-16,3,up to 2,2.0,0,without,3,very good,1600,0,1929,0,98102,47.6447,-122.32700000000001,1660,1750,845000
13009,2015-03-16,3,up to 4,2.0,0,without,3,very good,2060,0,1987,0,98029,47.5675,-122.016,2180,8126,585000
18078,2015-03-16,2,up to 2,1.0,0,without,3,very good,850,0,1976,0,98198,47.3817,-122.314,1160,5000,180500
7953,2015-03-16,3,up to 2,1.0,0,without,3,very good,1460,0,1965,0,98155,47.7755,-122.29899999999999,2200,9293,305000
6166,2015-03-16,3,up to 2,1.0,0,without,4,very good,920,0,1951,0,98004,47.6322,-122.212,1460,8933,650000
14511,2015-03-17,3,up to 2,1.0,0,without,4,very good,880,0,1970,0,98042,47.3634,-122.101,940,11193,105000
2736,2015-03-17,4,up to 4,2.0,0,without,3,very good,2201,0,2006,0,98198,47.4002,-122.31700000000001,1990,9542,397000
21008,2015-03-17,5,up to 4,2.0,0,without,3,very good,3580,915,2013,0,98011,47.7339,-122.209,4495,10079,870000
11417,2015-03-17,3,up to 2,1.0,0,without,4,very good,1690,0,1988,0,98023,47.31399999999999,-122.365,1980,9826,281000
6651,2015-03-17,2,up to 4,3.0,0,without,3,very good,1330,0,2004,0,98105,47.6668,-122.285,1430,1328,515000
3270,2015-03-17,4,up to 2,1.0,0,without,3,very good,2010,0,1982,0,98074,47.6446,-122.068,2200,11144,627800
1087,2015-03-17,3,up to 4,1.5,0,without,4,very good,3410,0,1967,0,98058,47.4497,-122.147,2260,10128,500000
18848,2015-03-17,3,up to 4,1.0,0,without,4,very good,2140,0,1962,0,98003,47.3484,-122.29799999999999,2060,9990,270000
1168,2015-03-17,4,up to 4,2.0,0,without,5,very good,1800,860,1910,0,98105,47.6609,-122.324,1510,3825,900000
19461,2015-03-17,5,up to 2,1.0,0,without,5,very good,1090,730,1960,0,98032,47.3712,-122.289,1820,8712,278000
6654,2015-03-17,4,up to 4,1.0,0,without,3,very good,1090,1060,1963,0,98034,47.7166,-122.20100000000001,1880,10000,414999
14208,2015-03-17,5,up to 4,1.0,0,without,3,very good,1150,850,1987,0,98144,47.5971,-122.295,1410,3600,474500
14005,2015-03-17,2,up to 2,1.0,0,without,3,very good,910,680,1984,0,98055,47.458999999999996,-122.205,1590,8364,295000
7673,2015-03-17,4,up to 2,1.0,0,without,3,very good,1160,380,1964,0,98055,47.455,-122.198,1540,7176,345000
10422,2015-03-17,4,up to 4,2.0,0,without,3,very good,1840,800,1943,2004,98105,47.6619,-122.275,2010,5000,1080000
18858,2015-03-17,3,up to 2,1.0,0,without,4,very good,1090,0,1972,0,98034,47.7155,-122.211,1440,7350,344950
16851,2015-03-17,2,up to 2,1.0,0,without,3,very good,1930,0,2006,0,98053,47.7196,-122.022,1670,4500,558000
11615,2015-03-17,3,up to 2,1.0,0,with a view,3,very good,1570,0,1954,0,98166,47.438,-122.34899999999999,2130,12412,425000
13863,2015-03-17,3,up to 4,2.0,0,without,3,very good,2588,0,2008,0,98042,47.3453,-122.15100000000001,2403,5703,306000
10148,2015-03-17,4,up to 4,1.0,0,without,4,very good,1740,0,1952,0,98178,47.5026,-122.236,1190,6000,339000
7046,2015-03-17,4,up to 4,2.0,0,without,3,very good,3270,0,1995,0,98052,47.6539,-122.12100000000001,3380,10154,940000
16489,2015-03-17,3,up to 4,2.0,0,without,3,very good,1520,360,2007,0,98107,47.6666,-122.367,1500,1426,630000
6134,2015-03-17,3,up to 4,1.0,0,without,3,very good,2110,0,1986,0,98006,47.5628,-122.115,2560,11787,780000
19471,2015-03-17,3,up to 2,1.0,0,without,5,very good,1540,0,1961,0,98155,47.7565,-122.325,2180,7653,420000
18949,2015-03-17,6,up to 4,1.0,0,without,3,very good,1870,900,1969,0,98107,47.669,-122.365,1570,2108,890000
11029,2015-03-17,4,up to 2,1.0,0,without,3,very good,1870,0,1966,0,98055,47.4619,-122.196,2270,8580,325000
9891,2015-03-17,3,more than 4,2.0,0,without,3,very good,3840,0,1998,0,98074,47.6347,-122.064,3230,7189,858450
8723,2015-03-17,1,up to 2,1.0,0,without,3,very good,620,0,1900,0,98115,47.6746,-122.32600000000001,980,3570,382888
17172,2015-03-17,3,up to 4,2.0,0,without,3,very good,1680,0,2003,0,98042,47.3684,-122.12299999999999,1800,5559,286000
19968,2015-03-17,3,up to 4,3.0,1,with a view,3,very good,2830,0,2006,0,98074,47.6318,-122.071,2830,38211,1900000
8300,2015-03-17,3,up to 2,1.0,0,without,3,very good,1710,0,1986,0,98014,47.656000000000006,-121.913,1650,15144,305000
19487,2015-03-17,4,up to 2,1.5,0,without,3,very good,2120,0,1919,0,98030,47.3846,-122.227,1540,7110,246000
4715,2015-03-17,3,up to 2,1.0,0,without,3,very good,1060,0,1954,0,98118,47.5427,-122.275,1240,7874,420000
7628,2015-03-17,2,up to 2,1.0,0,without,3,very good,940,0,1948,0,98155,47.7523,-122.311,1450,9458,265000
18459,2015-03-17,2,up to 2,1.0,0,without,3,very good,1100,0,1925,0,98119,47.6361,-122.37100000000001,1110,1673,552700
6392,2015-03-17,4,up to 4,1.0,0,with a view,4,very good,1980,1140,1954,1997,98040,47.5389,-122.242,3330,18777,1580000
10691,2015-03-17,3,up to 2,1.0,0,without,4,very good,990,0,1958,0,98002,47.285,-122.20700000000001,990,7440,222000
20623,2015-03-17,4,up to 4,2.0,0,without,3,very good,2630,0,2001,0,98065,47.5342,-121.876,2550,5500,560000
16206,2015-03-17,3,up to 2,1.0,0,without,3,very good,1130,0,1908,0,98144,47.5978,-122.29899999999999,1710,2231,261500
8099,2015-03-17,2,up to 2,1.0,0,without,3,very good,940,310,1938,0,98115,47.6893,-122.325,2030,7440,370000
15708,2015-03-17,5,up to 4,1.0,0,without,5,very good,2490,2070,1963,0,98004,47.6291,-122.226,3390,20140,1680000
16025,2015-03-17,3,up to 4,2.0,0,without,3,very good,2170,0,1994,0,98030,47.385,-122.169,2390,8100,389950
13372,2015-03-17,4,up to 4,1.0,0,without,3,very good,1640,1220,1977,0,98005,47.6033,-122.15799999999999,2670,25040,740000
12839,2015-03-17,4,up to 4,1.0,0,without,4,very good,1310,750,1988,0,98198,47.3581,-122.31700000000001,1540,8100,310000
16625,2015-03-17,3,up to 4,2.0,0,with a view,3,very good,2730,0,1992,0,98011,47.7704,-122.196,2700,8204,632000
5943,2015-03-17,3,up to 2,1.0,0,without,4,very good,1010,0,1949,0,98188,47.4518,-122.292,1260,9800,225000
12746,2015-03-17,3,up to 2,1.0,0,without,3,very good,1830,0,1957,0,98008,47.6059,-122.12100000000001,1600,7700,544950
2256,2015-03-17,3,up to 4,2.0,0,without,3,very good,2720,0,1990,0,98031,47.4185,-122.212,2590,9683,372400
